from,to,type
Q75446938,Q75771262,sibling_any
Q75464102,Q99804277,sibling_any
Q75464240,Q75517094,sibling_any
Q75464240,Q76248176,sibling_any
Q75464240,Q99803886,sibling_any
Q75508292,Q96197983,sibling_any
Q75508292,Q96198426,sibling_any
Q75508292,Q96198428,sibling_any
Q75508292,Q96337991,sibling_any
Q75508292,Q96338043,sibling_any
Q75517094,Q76248176,sibling_any
Q75517094,Q99803886,sibling_any
Q75517581,Q76165878,sibling_any
Q75517581,Q76328218,sibling_any
Q75517581,Q76353308,sibling_any
Q75517581,Q76353310,sibling_any
Q75517581,Q76353312,sibling_any
Q75517581,Q76353313,sibling_any
Q75520983,Q75521030,sibling_any
Q75520983,Q75521423,sibling_any
Q75521030,Q75521423,sibling_any
Q75521043,Q76154810,sibling_any
Q75521043,Q76154879,sibling_any
Q75541548,Q76344535,sibling_any
Q75552091,Q76331438,sibling_any
Q75552096,Q75669363,sibling_any
Q75552096,Q75984685,sibling_any
Q75552096,Q99069929,sibling_any
Q75552096,Q99674956,sibling_any
Q75556560,Q76196593,sibling_any
Q75558031,Q8007582,sibling_any
Q75558031,Q98103245,sibling_any
Q75558031,Q98967083,sibling_any
Q75558031,Q99107561,sibling_any
Q75565179,Q75723425,sibling_any
Q75574005,Q76268796,sibling_any
Q75574005,Q8009090,sibling_any
Q75574005,Q99067957,sibling_any
Q75577605,Q75765850,sibling_any
Q75577605,Q96216078,sibling_any
Q75586469,Q76154814,sibling_any
Q75586469,Q76154864,sibling_any
Q75586469,Q76326562,sibling_any
Q75586469,Q76326564,sibling_any
Q75586469,Q76326566,sibling_any
Q75586469,Q76326567,sibling_any
Q75586469,Q76326569,sibling_any
Q75586469,Q76326571,sibling_any
Q75587674,Q75771262,sibling_any
Q75591248,Q75791763,sibling_any
Q75591248,Q76201130,sibling_any
Q75609668,Q75609676,sibling_any
Q75609668,Q75609679,sibling_any
Q75609668,Q75609681,sibling_any
Q75609668,Q75612429,sibling_any
Q75609668,Q96075543,sibling_any
Q75609676,Q75609679,sibling_any
Q75609676,Q75609681,sibling_any
Q75609676,Q75612429,sibling_any
Q75609676,Q96075543,sibling_any
Q75609679,Q75609681,sibling_any
Q75609679,Q75612429,sibling_any
Q75609679,Q96075543,sibling_any
Q75609681,Q75612429,sibling_any
Q75609681,Q96075543,sibling_any
Q75610279,Q75926168,sibling_any
Q75610279,Q75926346,sibling_any
Q75610279,Q75926350,sibling_any
Q75610279,Q75926351,sibling_any
Q75610279,Q75926456,sibling_any
Q75610279,Q75926799,sibling_any
Q75610279,Q8007044,sibling_any
Q75612429,Q96075543,sibling_any
Q75613020,Q75769369,sibling_any
Q75613020,Q96075964,sibling_any
Q75616820,Q76329294,sibling_any
Q75618747,Q96244040,sibling_any
Q75624098,Q76331283,sibling_any
Q75645577,Q75955684,sibling_any
Q75669363,Q75984685,sibling_any
Q75669363,Q99069929,sibling_any
Q75669363,Q99674956,sibling_any
Q75674916,Q75760439,sibling_any
Q75674916,Q76218735,sibling_any
Q75674916,Q7964321,sibling_any
Q75675922,Q75776170,sibling_any
Q75675922,Q75926779,sibling_any
Q75675922,Q75927104,sibling_any
Q75675922,Q75927107,sibling_any
Q75675922,Q75927109,sibling_any
Q75675922,Q75927110,sibling_any
Q75675922,Q75927113,sibling_any
Q75675922,Q75927114,sibling_any
Q75675922,Q75927117,sibling_any
Q75675922,Q75927442,sibling_any
Q75675922,Q75927451,sibling_any
Q75675922,Q75927943,sibling_any
Q75760439,Q76218735,sibling_any
Q75760439,Q7964321,sibling_any
Q75764610,Q96305878,sibling_any
Q75764611,Q99904842,sibling_any
Q75764611,Q99906401,sibling_any
Q75764611,Q99907446,sibling_any
Q75764611,Q99907721,sibling_any
Q75764611,Q99912192,sibling_any
Q75764614,Q99902210,sibling_any
Q75764614,Q99902308,sibling_any
Q75764741,Q99769232,sibling_any
Q75765694,Q96199083,sibling_any
Q75765694,Q98422877,sibling_any
Q75765850,Q96216078,sibling_any
Q75765853,Q96237443,sibling_any
Q75769367,Q75775745,sibling_any
Q75769369,Q96075964,sibling_any
Q75771264,Q75794045,sibling_any
Q75771264,Q75794057,sibling_any
Q75771265,Q99069537,sibling_any
Q75771276,Q76353305,sibling_any
Q75772979,Q76165875,sibling_any
Q75772979,Q76315785,sibling_any
Q75772979,Q76315786,sibling_any
Q75772979,Q76345016,sibling_any
Q75774984,Q75958840,sibling_any
Q75776170,Q75926779,sibling_any
Q75776170,Q75927104,sibling_any
Q75776170,Q75927107,sibling_any
Q75776170,Q75927109,sibling_any
Q75776170,Q75927110,sibling_any
Q75776170,Q75927113,sibling_any
Q75776170,Q75927114,sibling_any
Q75776170,Q75927117,sibling_any
Q75776170,Q75927442,sibling_any
Q75776170,Q75927451,sibling_any
Q75776170,Q75927943,sibling_any
Q75787328,Q934384,sibling_any
Q75791763,Q76201130,sibling_any
Q75791771,Q76154931,sibling_any
Q75794045,Q75794057,sibling_any
Q75794120,Q76241015,sibling_any
Q75794120,Q99804002,sibling_any
Q75811436,Q76277946,sibling_any
Q75811436,Q76277947,sibling_any
Q75811441,Q75811446,sibling_any
Q75811441,Q99804421,sibling_any
Q75811446,Q99804421,sibling_any
Q75826767,Q76332923,sibling_any
Q75826767,Q76332924,sibling_any
Q75860163,Q98967092,sibling_any
Q75926037,Q75926039,sibling_any
Q75926164,Q75926408,sibling_any
Q75926164,Q75926411,sibling_any
Q75926168,Q75926346,sibling_any
Q75926168,Q75926350,sibling_any
Q75926168,Q75926351,sibling_any
Q75926168,Q75926456,sibling_any
Q75926168,Q75926799,sibling_any
Q75926168,Q8007044,sibling_any
Q75926333,Q75926334,sibling_any
Q75926333,Q75926337,sibling_any
Q75926334,Q75926337,sibling_any
Q75926346,Q75926350,sibling_any
Q75926346,Q75926351,sibling_any
Q75926346,Q75926456,sibling_any
Q75926346,Q75926799,sibling_any
Q75926346,Q8007044,sibling_any
Q75926350,Q75926351,sibling_any
Q75926350,Q75926456,sibling_any
Q75926350,Q75926799,sibling_any
Q75926350,Q8007044,sibling_any
Q75926351,Q75926456,sibling_any
Q75926351,Q75926799,sibling_any
Q75926351,Q8007044,sibling_any
Q75926408,Q75926411,sibling_any
Q75926456,Q75926799,sibling_any
Q75926456,Q8007044,sibling_any
Q75926779,Q75927104,sibling_any
Q75926779,Q75927107,sibling_any
Q75926779,Q75927109,sibling_any
Q75926779,Q75927110,sibling_any
Q75926779,Q75927113,sibling_any
Q75926779,Q75927114,sibling_any
Q75926779,Q75927117,sibling_any
Q75926779,Q75927442,sibling_any
Q75926779,Q75927451,sibling_any
Q75926779,Q75927943,sibling_any
Q75926793,Q75926807,sibling_any
Q75926796,Q98967062,sibling_any
Q75926799,Q8007044,sibling_any
Q75927104,Q75927107,sibling_any
Q75927104,Q75927109,sibling_any
Q75927104,Q75927110,sibling_any
Q75927104,Q75927113,sibling_any
Q75927104,Q75927114,sibling_any
Q75927104,Q75927117,sibling_any
Q75927104,Q75927442,sibling_any
Q75927104,Q75927451,sibling_any
Q75927104,Q75927943,sibling_any
Q75927107,Q75927109,sibling_any
Q75927107,Q75927110,sibling_any
Q75927107,Q75927113,sibling_any
Q75927107,Q75927114,sibling_any
Q75927107,Q75927117,sibling_any
Q75927107,Q75927442,sibling_any
Q75927107,Q75927451,sibling_any
Q75927107,Q75927943,sibling_any
Q75927109,Q75927110,sibling_any
Q75927109,Q75927113,sibling_any
Q75927109,Q75927114,sibling_any
Q75927109,Q75927117,sibling_any
Q75927109,Q75927442,sibling_any
Q75927109,Q75927451,sibling_any
Q75927109,Q75927943,sibling_any
Q75927110,Q75927113,sibling_any
Q75927110,Q75927114,sibling_any
Q75927110,Q75927117,sibling_any
Q75927110,Q75927442,sibling_any
Q75927110,Q75927451,sibling_any
Q75927110,Q75927943,sibling_any
Q75927113,Q75927114,sibling_any
Q75927113,Q75927117,sibling_any
Q75927113,Q75927442,sibling_any
Q75927113,Q75927451,sibling_any
Q75927113,Q75927943,sibling_any
Q75927114,Q75927117,sibling_any
Q75927114,Q75927442,sibling_any
Q75927114,Q75927451,sibling_any
Q75927114,Q75927943,sibling_any
Q75927117,Q75927442,sibling_any
Q75927117,Q75927451,sibling_any
Q75927117,Q75927943,sibling_any
Q75927442,Q75927451,sibling_any
Q75927442,Q75927943,sibling_any
Q75927451,Q75927943,sibling_any
Q75927661,Q75927690,sibling_any
Q75927661,Q75927691,sibling_any
Q75927661,Q75927692,sibling_any
Q75927661,Q75927693,sibling_any
Q75927661,Q75927694,sibling_any
Q75927661,Q75927697,sibling_any
Q75927661,Q75927698,sibling_any
Q75927661,Q75927699,sibling_any
Q75927661,Q75927701,sibling_any
Q75927688,Q76154851,sibling_any
Q75927690,Q75927691,sibling_any
Q75927690,Q75927692,sibling_any
Q75927690,Q75927693,sibling_any
Q75927690,Q75927694,sibling_any
Q75927690,Q75927697,sibling_any
Q75927690,Q75927698,sibling_any
Q75927690,Q75927699,sibling_any
Q75927690,Q75927701,sibling_any
Q75927691,Q75927692,sibling_any
Q75927691,Q75927693,sibling_any
Q75927691,Q75927694,sibling_any
Q75927691,Q75927697,sibling_any
Q75927691,Q75927698,sibling_any
Q75927691,Q75927699,sibling_any
Q75927691,Q75927701,sibling_any
Q75927692,Q75927693,sibling_any
Q75927692,Q75927694,sibling_any
Q75927692,Q75927697,sibling_any
Q75927692,Q75927698,sibling_any
Q75927692,Q75927699,sibling_any
Q75927692,Q75927701,sibling_any
Q75927693,Q75927694,sibling_any
Q75927693,Q75927697,sibling_any
Q75927693,Q75927698,sibling_any
Q75927693,Q75927699,sibling_any
Q75927693,Q75927701,sibling_any
Q75927694,Q75927697,sibling_any
Q75927694,Q75927698,sibling_any
Q75927694,Q75927699,sibling_any
Q75927694,Q75927701,sibling_any
Q75927697,Q75927698,sibling_any
Q75927697,Q75927699,sibling_any
Q75927697,Q75927701,sibling_any
Q75927698,Q75927699,sibling_any
Q75927698,Q75927701,sibling_any
Q75927699,Q75927701,sibling_any
Q75927711,Q75927714,sibling_any
Q75927711,Q75927717,sibling_any
Q75927711,Q75927719,sibling_any
Q75927711,Q75927722,sibling_any
Q75927711,Q75927725,sibling_any
Q75927711,Q75927726,sibling_any
Q75927711,Q75927729,sibling_any
Q75927714,Q75927717,sibling_any
Q75927714,Q75927719,sibling_any
Q75927714,Q75927722,sibling_any
Q75927714,Q75927725,sibling_any
Q75927714,Q75927726,sibling_any
Q75927714,Q75927729,sibling_any
Q75927717,Q75927719,sibling_any
Q75927717,Q75927722,sibling_any
Q75927717,Q75927725,sibling_any
Q75927717,Q75927726,sibling_any
Q75927717,Q75927729,sibling_any
Q75927719,Q75927722,sibling_any
Q75927719,Q75927725,sibling_any
Q75927719,Q75927726,sibling_any
Q75927719,Q75927729,sibling_any
Q75927722,Q75927725,sibling_any
Q75927722,Q75927726,sibling_any
Q75927722,Q75927729,sibling_any
Q75927725,Q75927726,sibling_any
Q75927725,Q75927729,sibling_any
Q75927726,Q75927729,sibling_any
Q75958837,Q76273222,sibling_any
Q75961225,Q99070257,sibling_any
Q75961231,Q76214376,sibling_any
Q75961236,Q76048570,sibling_any
Q75961236,Q76273180,sibling_any
Q75965997,Q96778118,sibling_any
Q75972656,Q75972843,sibling_any
Q75972670,Q75972738,sibling_any
Q75972670,Q75972748,sibling_any
Q75972670,Q99156535,sibling_any
Q75972738,Q75972748,sibling_any
Q75972738,Q99156535,sibling_any
Q75972748,Q99156535,sibling_any
Q75972849,Q99803748,sibling_any
Q75972849,Q99804119,sibling_any
Q75978217,Q76183947,sibling_any
Q75978217,Q76183949,sibling_any
Q75978217,Q76183957,sibling_any
Q75981774,Q96318428,sibling_any
Q75984685,Q99069929,sibling_any
Q75984685,Q99674956,sibling_any
Q76008792,Q76008794,sibling_any
Q76008792,Q76008795,sibling_any
Q76008792,Q7607464,sibling_any
Q76008792,Q98967174,sibling_any
Q76008794,Q76008795,sibling_any
Q76008794,Q7607464,sibling_any
Q76008794,Q98967174,sibling_any
Q76008795,Q7607464,sibling_any
Q76008795,Q98967174,sibling_any
Q76021497,Q88218120,sibling_any
Q76031800,Q99803789,sibling_any
Q76048561,Q99070350,sibling_any
Q76048583,Q76214402,sibling_any
Q76048583,Q76273231,sibling_any
Q7607464,Q98967174,sibling_any
Q76083260,Q99804294,sibling_any
Q76153757,Q76323842,sibling_any
Q76154810,Q76154879,sibling_any
Q76154814,Q76154864,sibling_any
Q76154814,Q76326562,sibling_any
Q76154814,Q76326564,sibling_any
Q76154814,Q76326566,sibling_any
Q76154814,Q76326567,sibling_any
Q76154814,Q76326569,sibling_any
Q76154814,Q76326571,sibling_any
Q76154818,Q76165879,sibling_any
Q76154864,Q76326562,sibling_any
Q76154864,Q76326564,sibling_any
Q76154864,Q76326566,sibling_any
Q76154864,Q76326567,sibling_any
Q76154864,Q76326569,sibling_any
Q76154864,Q76326571,sibling_any
Q76157544,Q96318450,sibling_any
Q76157544,Q96318460,sibling_any
Q76157547,Q96318443,sibling_any
Q76164984,Q99803652,sibling_any
Q76165873,Q76183945,sibling_any
Q76165873,Q76345443,sibling_any
Q76165873,Q76345450,sibling_any
Q76165873,Q76345463,sibling_any
Q76165873,Q76345465,sibling_any
Q76165875,Q76315785,sibling_any
Q76165875,Q76315786,sibling_any
Q76165875,Q76345016,sibling_any
Q76165878,Q76328218,sibling_any
Q76165878,Q76353308,sibling_any
Q76165878,Q76353310,sibling_any
Q76165878,Q76353312,sibling_any
Q76165878,Q76353313,sibling_any
Q76174313,Q76183965,sibling_any
Q76174313,Q76345429,sibling_any
Q76174313,Q76345433,sibling_any
Q76174313,Q76345437,sibling_any
Q76174313,Q76345439,sibling_any
Q76174313,Q76358329,sibling_any
Q76183945,Q76345443,sibling_any
Q76183945,Q76345450,sibling_any
Q76183945,Q76345463,sibling_any
Q76183945,Q76345465,sibling_any
Q76183946,Q7964279,sibling_any
Q76183947,Q76183949,sibling_any
Q76183947,Q76183957,sibling_any
Q76183949,Q76183957,sibling_any
Q76183965,Q76345429,sibling_any
Q76183965,Q76345433,sibling_any
Q76183965,Q76345437,sibling_any
Q76183965,Q76345439,sibling_any
Q76183965,Q76358329,sibling_any
Q76197507,Q84284455,sibling_any
Q76197509,Q96414252,sibling_any
Q76197509,Q97536585,sibling_any
Q76197509,Q98103768,sibling_any
Q76197511,Q99769246,sibling_any
Q76201125,Q76220738,sibling_any
Q76214372,Q76214373,sibling_any
Q76214393,Q96244019,sibling_any
Q76214402,Q76273231,sibling_any
Q76218735,Q7964321,sibling_any
Q76241015,Q99804002,sibling_any
Q76248176,Q99803886,sibling_any
Q76268796,Q8009090,sibling_any
Q76268796,Q99067957,sibling_any
Q76273185,Q76273211,sibling_any
Q76273185,Q99082491,sibling_any
Q76273211,Q99082491,sibling_any
Q76273217,Q7851359,sibling_any
Q76277946,Q76277947,sibling_any
Q76277952,Q99803765,sibling_any
Q76297251,Q99767733,sibling_any
Q76315785,Q76315786,sibling_any
Q76315785,Q76345016,sibling_any
Q76315786,Q76345016,sibling_any
Q76322600,Q96318406,sibling_any
Q76326562,Q76326564,sibling_any
Q76326562,Q76326566,sibling_any
Q76326562,Q76326567,sibling_any
Q76326562,Q76326569,sibling_any
Q76326562,Q76326571,sibling_any
Q76326564,Q76326566,sibling_any
Q76326564,Q76326567,sibling_any
Q76326564,Q76326569,sibling_any
Q76326564,Q76326571,sibling_any
Q76326566,Q76326567,sibling_any
Q76326566,Q76326569,sibling_any
Q76326566,Q76326571,sibling_any
Q76326567,Q76326569,sibling_any
Q76326567,Q76326571,sibling_any
Q76326569,Q76326571,sibling_any
Q76328218,Q76353308,sibling_any
Q76328218,Q76353310,sibling_any
Q76328218,Q76353312,sibling_any
Q76328218,Q76353313,sibling_any
Q76329874,Q76329876,sibling_any
Q76332923,Q76332924,sibling_any
Q76345429,Q76345433,sibling_any
Q76345429,Q76345437,sibling_any
Q76345429,Q76345439,sibling_any
Q76345429,Q76358329,sibling_any
Q76345433,Q76345437,sibling_any
Q76345433,Q76345439,sibling_any
Q76345433,Q76358329,sibling_any
Q76345437,Q76345439,sibling_any
Q76345437,Q76358329,sibling_any
Q76345439,Q76358329,sibling_any
Q76345443,Q76345450,sibling_any
Q76345443,Q76345463,sibling_any
Q76345443,Q76345465,sibling_any
Q76345450,Q76345463,sibling_any
Q76345450,Q76345465,sibling_any
Q76345463,Q76345465,sibling_any
Q76353308,Q76353310,sibling_any
Q76353308,Q76353312,sibling_any
Q76353308,Q76353313,sibling_any
Q76353310,Q76353312,sibling_any
Q76353310,Q76353313,sibling_any
Q76353312,Q76353313,sibling_any
Q76356343,Q99070099,sibling_any
Q76358863,Q96213073,sibling_any
Q76358863,Q99177450,sibling_any
Q76359829,Q99803980,sibling_any
Q7789832,Q96318415,sibling_any
Q7789832,Q97568635,sibling_any
Q7794998,Q98967094,sibling_any
Q8007582,Q98103245,sibling_any
Q8007582,Q98967083,sibling_any
Q8007582,Q99107561,sibling_any
Q8007781,Q98967137,sibling_any
Q8009090,Q99067957,sibling_any
Q87653589,Q99066601,sibling_any
Q89267333,Q91807710,sibling_any
Q89267333,Q96202293,sibling_any
Q90162863,Q92371644,sibling_any
Q90163166,Q96201230,sibling_any
Q90163166,Q99249854,sibling_any
Q91555997,Q91555999,sibling_any
Q91807710,Q96202293,sibling_any
Q92327581,Q96372447,sibling_any
Q92327581,Q96413885,sibling_any
Q92327581,Q97041384,sibling_any
Q92327581,Q99856316,sibling_any
Q92327665,Q92560289,sibling_any
Q92327665,Q96413292,sibling_any
Q92327665,Q99600448,sibling_any
Q92466067,Q92466304,sibling_any
Q92560289,Q96413292,sibling_any
Q92560289,Q99600448,sibling_any
Q96075968,Q98967092,sibling_any
Q96077371,Q99735441,sibling_any
Q96197983,Q96198426,sibling_any
Q96197983,Q96198428,sibling_any
Q96197983,Q96337991,sibling_any
Q96197983,Q96338043,sibling_any
Q96198424,Q96572780,sibling_any
Q96198426,Q96198428,sibling_any
Q96198426,Q96337991,sibling_any
Q96198426,Q96338043,sibling_any
Q96198428,Q96337991,sibling_any
Q96198428,Q96338043,sibling_any
Q96198429,Q96337934,sibling_any
Q96198937,Q96199102,sibling_any
Q96198937,Q96983843,sibling_any
Q96198937,Q98103921,sibling_any
Q96199083,Q98422877,sibling_any
Q96199102,Q96983843,sibling_any
Q96199102,Q98103921,sibling_any
Q96199106,Q96237597,sibling_any
Q96199473,Q97094811,sibling_any
Q96199478,Q97094802,sibling_any
Q96199479,Q96201661,sibling_any
Q96199479,Q97094795,sibling_any
Q96201184,Q96215902,sibling_any
Q96201230,Q99249854,sibling_any
Q96201447,Q96201542,sibling_any
Q96201447,Q96338759,sibling_any
Q96201542,Q96338759,sibling_any
Q96201661,Q97094795,sibling_any
Q96213071,Q98053388,sibling_any
Q96213073,Q99177450,sibling_any
Q96216120,Q96376882,sibling_any
Q96216128,Q97103884,sibling_any
Q96216894,Q96216921,sibling_any
Q96237590,Q96985153,sibling_any
Q96237590,Q98103923,sibling_any
Q96243838,Q96244022,sibling_any
Q96243838,Q99302473,sibling_any
Q96243951,Q96311651,sibling_any
Q96243951,Q96311843,sibling_any
Q96244000,Q99070408,sibling_any
Q96244022,Q99302473,sibling_any
Q96244025,Q99070430,sibling_any
Q96244029,Q99068529,sibling_any
Q96244053,Q99070237,sibling_any
Q96244056,Q99066781,sibling_any
Q96244059,Q98399850,sibling_any
Q96311647,Q96311742,sibling_any
Q96311649,Q96311738,sibling_any
Q96311651,Q96311843,sibling_any
Q96318390,Q99094145,sibling_any
Q96318415,Q97568635,sibling_any
Q96318450,Q96318460,sibling_any
Q96337991,Q96338043,sibling_any
Q96372447,Q96413885,sibling_any
Q96372447,Q97041384,sibling_any
Q96372447,Q99856316,sibling_any
Q96413292,Q99600448,sibling_any
Q96413885,Q97041384,sibling_any
Q96413885,Q99856316,sibling_any
Q96414252,Q97536585,sibling_any
Q96414252,Q98103768,sibling_any
Q96778288,Q96778436,sibling_any
Q96778288,Q96778504,sibling_any
Q96778436,Q96778504,sibling_any
Q96983843,Q98103921,sibling_any
Q96985153,Q98103923,sibling_any
Q97041384,Q99856316,sibling_any
Q97531963,Q99220283,sibling_any
Q97531963,Q99432351,sibling_any
Q97531963,Q99769238,sibling_any
Q97536585,Q98103768,sibling_any
Q98103245,Q98967083,sibling_any
Q98103245,Q99107561,sibling_any
Q98967083,Q99107561,sibling_any
Q99066717,Q99070297,sibling_any
Q99068428,Q99070448,sibling_any
Q99069899,Q99082619,sibling_any
Q99069929,Q99674956,sibling_any
Q99070028,Q99070143,sibling_any
Q99070243,Q99070257,sibling_any
Q99072497,Q99073219,sibling_any
Q99107546,Q99804234,sibling_any
Q99171619,Q99804405,sibling_any
Q99220283,Q99432351,sibling_any
Q99220283,Q99769238,sibling_any
Q99432351,Q99769238,sibling_any
Q99769143,Q99769205,sibling_any
Q99769143,Q99769225,sibling_any
Q99769145,Q99769198,sibling_any
Q99769145,Q99769425,sibling_any
Q99769198,Q99769425,sibling_any
Q99769205,Q99769225,sibling_any
Q99803748,Q99804119,sibling_any
Q99902210,Q99902308,sibling_any
Q99904842,Q99906401,sibling_any
Q99904842,Q99907446,sibling_any
Q99904842,Q99907721,sibling_any
Q99904842,Q99912192,sibling_any
Q99906401,Q99907446,sibling_any
Q99906401,Q99907721,sibling_any
Q99906401,Q99912192,sibling_any
Q99907446,Q99907721,sibling_any
Q99907446,Q99912192,sibling_any
Q99907721,Q99912192,sibling_any
NA,NA,spouse_p26
Q100153043,Q100153052,spouse_p26
Q15441865,Q4725958,spouse_p26
Q15441865,Q75927704,spouse_p26
Q16859779,Q75765691,spouse_p26
Q16863395,Q75860163,spouse_p26
Q17138715,Q6265603,spouse_p26
Q17479484,Q61278555,spouse_p26
Q18527485,Q18593028,spouse_p26
Q18527485,Q61962936,spouse_p26
Q18527485,Q75257382,spouse_p26
Q18528815,Q75558616,spouse_p26
Q18530899,Q75248132,spouse_p26
Q18534239,Q76277934,spouse_p26
Q18535774,Q7349061,spouse_p26
Q18671789,Q76277936,spouse_p26
Q18681528,Q75769367,spouse_p26
Q18730241,Q75266880,spouse_p26
Q18875291,Q75860166,spouse_p26
Q18917711,Q75875908,spouse_p26
Q20900225,Q20900226,spouse_p26
Q22815213,Q6827220,spouse_p26
Q24289596,Q75418812,spouse_p26
Q256075,Q497827,spouse_p26
Q2581065,Q2898144,spouse_p26
Q2581065,Q61962932,spouse_p26
Q26221371,Q61913231,spouse_p26
Q26709200,Q53650143,spouse_p26
Q27956858,Q75271437,spouse_p26
Q28064904,Q75645599,spouse_p26
Q28971193,Q75418809,spouse_p26
Q29025403,Q61910936,spouse_p26
Q29025403,Q75520929,spouse_p26
Q312556,Q4407963,spouse_p26
Q10322797,Q312556,spouse_p26
Q323446,Q76049947,spouse_p26
Q348932,Q5363791,spouse_p26
Q348932,Q75386874,spouse_p26
Q20900227,Q36215,spouse_p26
Q3806461,Q75418793,spouse_p26
Q454928,Q684014,spouse_p26
Q47213,Q7647630,spouse_p26
Q47213,Q96756817,spouse_p26
Q2657811,Q4725858,spouse_p26
Q51862142,Q75248170,spouse_p26
Q52435837,Q75972667,spouse_p26
Q52435837,Q76003679,spouse_p26
Q463877,Q5284,spouse_p26
Q5362776,Q711992,spouse_p26
Q5362776,Q75253658,spouse_p26
Q5362776,Q75467539,spouse_p26
Q5362776,Q76278558,spouse_p26
Q5363805,Q6793556,spouse_p26
Q55979202,Q723488,spouse_p26
Q56006558,Q76021504,spouse_p26
Q56006558,Q96076104,spouse_p26
Q56178921,Q76273222,spouse_p26
Q5721272,Q75933581,spouse_p26
Q61278545,Q61278546,spouse_p26
Q61278561,Q61278562,spouse_p26
Q61895870,Q61895872,spouse_p26
Q61911767,Q61911768,spouse_p26
Q61913340,Q61913341,spouse_p26
Q61962943,Q61962945,spouse_p26
Q61971044,Q61971749,spouse_p26
Q61971723,Q61971756,spouse_p26
Q6239497,Q76297253,spouse_p26
Q6240414,Q75927113,spouse_p26
Q6257369,Q75241162,spouse_p26
Q6257374,Q75241278,spouse_p26
Q6525377,Q75927692,spouse_p26
Q684014,Q6862133,spouse_p26
Q7288314,Q75382827,spouse_p26
Q7328093,Q99804104,spouse_p26
Q7411088,Q96076727,spouse_p26
Q101566740,Q741784,spouse_p26
Q75241162,Q75541536,spouse_p26
Q75241165,Q75241166,spouse_p26
Q75241182,Q75241183,spouse_p26
Q75241186,Q8009090,spouse_p26
Q75241212,Q8011017,spouse_p26
Q75248227,Q75248230,spouse_p26
Q75248230,Q75248232,spouse_p26
Q75268794,Q75268801,spouse_p26
Q75268801,Q75268851,spouse_p26
Q75268801,Q75268877,spouse_p26
Q75271575,Q75271576,spouse_p26
Q3400736,Q75271576,spouse_p26
Q7529771,Q76165873,spouse_p26
Q75351169,Q75586457,spouse_p26
Q75400598,Q75400602,spouse_p26
Q75400598,Q76323196,spouse_p26
Q75400598,Q76345422,spouse_p26
Q75401034,Q75401035,spouse_p26
Q75401038,Q75645598,spouse_p26
Q75401041,Q75926799,spouse_p26
Q75401042,Q75926796,spouse_p26
Q75431779,Q75431782,spouse_p26
Q75431779,Q75446880,spouse_p26
Q6223054,Q75509012,spouse_p26
Q75509012,Q7787966,spouse_p26
Q75521030,Q75521043,spouse_p26
Q75560718,Q7794997,spouse_p26
Q75560718,Q75612996,spouse_p26
Q23902962,Q75574005,spouse_p26
Q75574005,Q75806419,spouse_p26
Q75574005,Q75811436,spouse_p26
Q75574313,Q75574315,spouse_p26
Q75616810,Q75616811,spouse_p26
Q75670351,Q75972843,spouse_p26
Q75674453,Q75674455,spouse_p26
Q75718875,Q75718877,spouse_p26
Q75764610,Q75764611,spouse_p26
Q75765686,Q75765689,spouse_p26
Q75769355,Q75769360,spouse_p26
Q75769362,Q75769365,spouse_p26
Q61911830,Q75769367,spouse_p26
Q75771262,Q75771264,spouse_p26
Q75771265,Q75771274,spouse_p26
Q75776429,Q75776431,spouse_p26
Q75793830,Q75794116,spouse_p26
Q75793827,Q75794116,spouse_p26
Q75793831,Q75794116,spouse_p26
Q75793834,Q75794116,spouse_p26
Q75827388,Q76165867,spouse_p26
Q75827558,Q96075536,spouse_p26
Q75908776,Q7965192,spouse_p26
Q75926164,Q75926166,spouse_p26
Q75927688,Q8014130,spouse_p26
Q75927692,Q76329873,spouse_p26
Q75933583,Q75933584,spouse_p26
Q75933748,Q75933749,spouse_p26
Q75933750,Q75933752,spouse_p26
Q75933754,Q75933755,spouse_p26
Q75958834,Q75958835,spouse_p26
Q75961221,Q75961224,spouse_p26
Q75961225,Q75961227,spouse_p26
Q75961229,Q75961232,spouse_p26
Q75961234,Q75961236,spouse_p26
Q75961235,Q76273225,spouse_p26
Q75972653,Q75972655,spouse_p26
Q75972661,Q75972664,spouse_p26
Q75972843,Q75972846,spouse_p26
Q75972847,Q75972848,spouse_p26
Q75978217,Q76165871,spouse_p26
Q76048560,Q76215134,spouse_p26
Q76153757,Q8009133,spouse_p26
Q76154815,Q76154818,spouse_p26
Q76165864,Q76165866,spouse_p26
Q76165871,Q76183963,spouse_p26
Q76165875,Q76165878,spouse_p26
Q76183944,Q76183946,spouse_p26
Q76197503,Q76197507,spouse_p26
Q76201108,Q76201112,spouse_p26
Q75875090,Q76201125,spouse_p26
Q76201125,Q76201129,spouse_p26
Q76201125,Q76206685,spouse_p26
Q76214368,Q76214369,spouse_p26
Q76241017,Q76241018,spouse_p26
Q76273183,Q76273217,spouse_p26
Q76273186,Q76273214,spouse_p26
Q76277933,Q76277944,spouse_p26
Q76329874,Q76329875,spouse_p26
Q76329878,Q76329879,spouse_p26
Q76331283,Q76331285,spouse_p26
Q75849680,Q76331439,spouse_p26
Q76336657,Q76337455,spouse_p26
Q76353305,Q76353307,spouse_p26
Q7789607,Q96075552,spouse_p26
